id,Qual a principal razão para você ter escolhido a sua instituição de educação superior?,Categoria
1285,Foi a única onde tive aprovação,Pública
1286,Gratuidade,Pública
1287,Gratuidade,Pública
1288,Gratuidade,Pública
1289,Gratuidade,Pública
1290,Proximidade da minha residência,Pública
1291,Gratuidade,Pública
1293,Gratuidade,Pública
1294,Proximidade da minha residência,Pública
1295,Gratuidade,Pública
1296,Gratuidade,Pública
1297,Proximidade da minha residência,Pública
1298,Outro motivo,Pública
1299,Qualidade/reputação,Pública
1300,Gratuidade,Pública
1301,Qualidade/reputação,Pública
1302,Qualidade/reputação,Pública
1303,Gratuidade,Pública
1304,Qualidade/reputação,Pública
1305,Gratuidade,Pública
1306,Gratuidade,Pública
1307,Qualidade/reputação,Pública
1308,Outro motivo,Pública
1309,Gratuidade,Pública
1310,Gratuidade,Pública
1311,Qualidade/reputação,Pública
1312,Possibilidade de ter bolsa de estudo,Pública
1313,Gratuidade,Pública
1314,Qualidade/reputação,Pública
1315,Proximidade da minha residência,Pública
1316,Gratuidade,Pública
1317,Qualidade/reputação,Pública
1318,Gratuidade,Pública
1319,Gratuidade,Pública
1320,Proximidade da minha residência,Pública
1321,Qualidade/reputação,Pública
1322,Gratuidade,Pública
1323,Qualidade/reputação,Pública
1324,Gratuidade,Pública
1325,Gratuidade,Pública
1326,Qualidade/reputação,Pública
1327,Qualidade/reputação,Pública
1328,Gratuidade,Pública
1329,Gratuidade,Pública
1330,Gratuidade,Pública
1331,Qualidade/reputação,Pública
1332,Qualidade/reputação,Pública
1333,Qualidade/reputação,Pública
1334,Proximidade da minha residência,Pública
1335,Qualidade/reputação,Pública
1336,Gratuidade,Pública
1337,Foi a única onde tive aprovação,Pública
1338,Proximidade da minha residência,Pública
1339,Gratuidade,Pública
1340,Gratuidade,Pública
1341,Qualidade/reputação,Pública
1342,Qualidade/reputação,Pública
1343,Gratuidade,Pública
1344,Gratuidade,Pública
1345,Qualidade/reputação,Pública
1346,Gratuidade,Pública
1347,Gratuidade,Pública
1348,Qualidade/reputação,Pública
1349,Qualidade/reputação,Pública
1350,Qualidade/reputação,Pública
1351,Proximidade da minha residência,Pública
1352,Qualidade/reputação,Pública
1353,Qualidade/reputação,Pública
1354,Gratuidade,Pública
1355,Outro motivo,Pública
1356,Qualidade/reputação,Pública
1357,Outro motivo,Pública
1358,Gratuidade,Pública
1359,Qualidade/reputação,Pública
1360,Gratuidade,Pública
1362,Qualidade/reputação,Pública
1363,Gratuidade,Pública
1364,Gratuidade,Pública
1365,Gratuidade,Pública
1367,Gratuidade,Pública
1368,Qualidade/reputação,Pública
1371,Qualidade/reputação,Pública
1372,Qualidade/reputação,Pública
1373,Foi a única onde tive aprovação,Pública
1374,Gratuidade,Pública
1375,Gratuidade,Pública
1377,Gratuidade,Pública
1378,Qualidade/reputação,Pública
1379,Gratuidade,Pública
1380,Gratuidade,Pública
1381,Gratuidade,Pública
1382,Qualidade/reputação,Pública
1383,Gratuidade,Pública
1384,Gratuidade,Pública
1385,Qualidade/reputação,Pública
1386,Qualidade/reputação,Pública
1387,Qualidade/reputação,Pública
1388,Gratuidade,Pública
1390,Outro motivo,Pública
1392,Outro motivo,Pública
1393,Gratuidade,Pública
1395,Outro motivo,Pública
1396,Qualidade/reputação,Pública
1397,Qualidade/reputação,Pública
1398,Gratuidade,Pública
1399,Gratuidade,Pública
1400,Qualidade/reputação,Pública
1401,Qualidade/reputação,Pública
1402,Qualidade/reputação,Pública
1403,Qualidade/reputação,Pública
1404,Qualidade/reputação,Pública
1405,Proximidade da minha residência,Pública
1406,Qualidade/reputação,Pública
1407,Gratuidade,Pública
1408,Qualidade/reputação,Pública
1409,Qualidade/reputação,Pública
1410,Proximidade da minha residência,Pública
1411,Qualidade/reputação,Pública
1412,Outro motivo,Pública
1413,Proximidade da minha residência,Pública
1414,Gratuidade,Pública
1415,Outro motivo,Pública
1416,Gratuidade,Pública
1417,Qualidade/reputação,Pública
1418,Qualidade/reputação,Pública
1419,NA,Pública
1420,Gratuidade,Pública
1421,Qualidade/reputação,Pública
1422,Proximidade da minha residência,Pública
1423,Qualidade/reputação,Pública
1424,Qualidade/reputação,Pública
1425,Gratuidade,Pública
1426,Qualidade/reputação,Pública
1427,Qualidade/reputação,Pública
1428,Gratuidade,Pública
1429,Qualidade/reputação,Pública
1430,Gratuidade,Pública
1431,Gratuidade,Pública
1432,Qualidade/reputação,Pública
1433,Gratuidade,Pública
1434,Gratuidade,Pública
1435,Gratuidade,Pública
1436,Qualidade/reputação,Pública
1437,Gratuidade,Pública
1438,Gratuidade,Pública
1439,Gratuidade,Pública
1440,Gratuidade,Pública
1441,Gratuidade,Pública
1442,Proximidade da minha residência,Pública
1443,Qualidade/reputação,Pública
1444,Qualidade/reputação,Pública
1446,Gratuidade,Pública
1447,Gratuidade,Pública
1448,NA,Pública
1449,Qualidade/reputação,Pública
1450,Gratuidade,Pública
1451,Proximidade da minha residência,Pública
1452,Gratuidade,Pública
1454,Facilidade de acesso,Pública
1456,Qualidade/reputação,Pública
1457,Qualidade/reputação,Pública
1458,Gratuidade,Pública
1459,Qualidade/reputação,Pública
1460,Qualidade/reputação,Pública
1461,Qualidade/reputação,Pública
1462,Qualidade/reputação,Pública
1463,Gratuidade,Pública
1464,Gratuidade,Pública
1465,Qualidade/reputação,Pública
1466,Gratuidade,Pública
1467,Gratuidade,Pública
1468,Gratuidade,Pública
1469,Gratuidade,Pública
1470,Qualidade/reputação,Pública
1471,Proximidade da minha residência,Pública
1472,Foi a única onde tive aprovação,Pública
1474,Qualidade/reputação,Pública
1475,Gratuidade,Pública
1476,Gratuidade,Pública
1477,Gratuidade,Pública
1478,Gratuidade,Pública
1479,Proximidade da minha residência,Pública
1480,Outro motivo,Pública
1481,Gratuidade,Pública
1482,Gratuidade,Pública
1483,Gratuidade,Pública
1484,Gratuidade,Pública
1485,Gratuidade,Pública
1486,Gratuidade,Pública
1487,Gratuidade,Pública
1488,Gratuidade,Pública
1489,Gratuidade,Pública
1492,Gratuidade,Pública
1494,Gratuidade,Pública
1496,Gratuidade,Pública
1498,Gratuidade,Pública
1499,Gratuidade,Pública
1501,Outro motivo,Pública
1502,Qualidade/reputação,Pública
1503,Qualidade/reputação,Pública
1504,Qualidade/reputação,Pública
1505,Gratuidade,Pública
1507,Gratuidade,Pública
1508,Proximidade da minha residência,Pública
1509,Qualidade/reputação,Pública
1510,Gratuidade,Pública
1511,Gratuidade,Pública
1512,Proximidade da minha residência,Pública
1513,Proximidade da minha residência,Pública
1514,Gratuidade,Pública
1515,Gratuidade,Pública
1517,Gratuidade,Pública
1518,Facilidade de acesso,Pública
1519,Qualidade/reputação,Pública
1520,Proximidade da minha residência,Pública
1521,Gratuidade,Pública
1522,Gratuidade,Pública
1523,Gratuidade,Pública
1524,Gratuidade,Pública
1525,Gratuidade,Pública
1526,Qualidade/reputação,Pública
1527,Qualidade/reputação,Pública
1528,Qualidade/reputação,Pública
1529,Gratuidade,Pública
1530,Qualidade/reputação,Pública
1531,Gratuidade,Pública
1532,Gratuidade,Pública
1533,Gratuidade,Pública
1534,Gratuidade,Pública
1535,Gratuidade,Pública
1536,Facilidade de acesso,Pública
1537,Gratuidade,Pública
1538,Gratuidade,Pública
1539,Gratuidade,Pública
1540,Proximidade da minha residência,Pública
1541,Proximidade da minha residência,Pública
1542,Qualidade/reputação,Pública
1544,Gratuidade,Pública
1545,Proximidade da minha residência,Pública
1546,Qualidade/reputação,Pública
1547,Gratuidade,Pública
1548,Gratuidade,Pública
1549,Gratuidade,Pública
1550,Gratuidade,Pública
1551,Proximidade da minha residência,Pública
1553,Gratuidade,Pública
1554,Gratuidade,Pública
1555,Gratuidade,Pública
1556,Proximidade da minha residência,Pública
1557,Gratuidade,Pública
1558,Gratuidade,Pública
1559,Gratuidade,Pública
1561,Gratuidade,Pública
1562,Gratuidade,Pública
1563,Qualidade/reputação,Pública
1564,Gratuidade,Pública
1565,Qualidade/reputação,Pública
1566,Gratuidade,Pública
1567,Gratuidade,Pública
1568,Gratuidade,Pública
1569,Gratuidade,Pública
1570,Qualidade/reputação,Pública
1571,Gratuidade,Pública
1572,Gratuidade,Pública
1573,Qualidade/reputação,Pública
1574,Gratuidade,Pública
1575,Gratuidade,Pública
1576,Qualidade/reputação,Pública
1577,Gratuidade,Pública
1578,Gratuidade,Pública
1579,Gratuidade,Pública
1580,Gratuidade,Pública
1581,Gratuidade,Pública
1582,Qualidade/reputação,Pública
1583,Outro motivo,Pública
1584,Gratuidade,Pública
1585,Gratuidade,Pública
1586,Qualidade/reputação,Pública
1587,Gratuidade,Pública
1589,Gratuidade,Pública
1590,Qualidade/reputação,Pública
1591,Gratuidade,Pública
1592,Gratuidade,Pública
1593,Qualidade/reputação,Pública
1594,Qualidade/reputação,Pública
1595,Qualidade/reputação,Pública
1596,Proximidade da minha residência,Pública
1597,Gratuidade,Pública
1598,Gratuidade,Pública
1599,Gratuidade,Pública
1600,Gratuidade,Pública
1601,Gratuidade,Pública
1602,Qualidade/reputação,Pública
1603,Qualidade/reputação,Pública
1604,Outro motivo,Pública
1605,Gratuidade,Pública
1606,Proximidade da minha residência,Pública
1607,Gratuidade,Pública
1608,Gratuidade,Pública
1609,Gratuidade,Pública
1610,Qualidade/reputação,Pública
1611,Facilidade de acesso,Pública
1612,Gratuidade,Pública
1613,Facilidade de acesso,Pública
1614,Facilidade de acesso,Pública
1615,Proximidade da minha residência,Pública
1616,Gratuidade,Pública
1617,Gratuidade,Pública
1618,Proximidade da minha residência,Pública
1619,Facilidade de acesso,Pública
1620,Qualidade/reputação,Pública
1621,Gratuidade,Pública
1623,Gratuidade,Pública
1624,Gratuidade,Pública
1625,Gratuidade,Pública
1626,Gratuidade,Pública
1627,Gratuidade,Pública
1628,Qualidade/reputação,Pública
1629,Qualidade/reputação,Pública
1630,Gratuidade,Pública
1631,Qualidade/reputação,Pública
1632,Gratuidade,Pública
1633,Proximidade da minha residência,Pública
1634,Gratuidade,Pública
1635,Gratuidade,Pública
1636,Gratuidade,Pública
1637,Gratuidade,Pública
1638,Outro motivo,Pública
1639,Gratuidade,Pública
1640,Gratuidade,Pública
1641,Gratuidade,Pública
1642,Gratuidade,Pública
1644,Gratuidade,Pública
1645,Gratuidade,Pública
1646,Gratuidade,Pública
1647,Gratuidade,Pública
1648,Gratuidade,Pública
1649,Qualidade/reputação,Pública
1650,Gratuidade,Pública
1651,Outro motivo,Pública
1653,Qualidade/reputação,Pública
1654,Facilidade de acesso,Pública
1655,Gratuidade,Pública
1656,Qualidade/reputação,Pública
1657,Outro motivo,Pública
1658,Qualidade/reputação,Pública
1661,Qualidade/reputação,Pública
1662,Gratuidade,Pública
1663,Gratuidade,Pública
1664,Gratuidade,Pública
1665,Gratuidade,Pública
1666,Proximidade da minha residência,Pública
1667,Gratuidade,Pública
1668,Gratuidade,Pública
1669,Gratuidade,Pública
1670,Gratuidade,Pública
1671,Gratuidade,Pública
1672,Gratuidade,Pública
1673,Qualidade/reputação,Pública
1674,Gratuidade,Pública
1675,Gratuidade,Pública
1676,Facilidade de acesso,Pública
1677,Gratuidade,Pública
1678,Gratuidade,Pública
1679,Qualidade/reputação,Pública
1680,Qualidade/reputação,Pública
1681,Qualidade/reputação,Pública
1682,Proximidade da minha residência,Pública
1683,Qualidade/reputação,Pública
1684,Facilidade de acesso,Pública
1685,Gratuidade,Pública
1686,Gratuidade,Pública
1687,Gratuidade,Pública
1688,Qualidade/reputação,Pública
1689,Gratuidade,Pública
1690,Gratuidade,Pública
1691,Gratuidade,Pública
1692,Gratuidade,Pública
1693,Qualidade/reputação,Pública
1694,Qualidade/reputação,Pública
1695,Outro motivo,Pública
1696,Qualidade/reputação,Pública
1697,Qualidade/reputação,Pública
1698,Gratuidade,Pública
1699,Gratuidade,Pública
1700,Gratuidade,Pública
1701,Qualidade/reputação,Pública
1702,Qualidade/reputação,Pública
1703,Gratuidade,Pública
1704,Outro motivo,Pública
1705,Gratuidade,Pública
1706,Gratuidade,Pública
1707,Gratuidade,Pública
1708,Qualidade/reputação,Pública
1709,Gratuidade,Pública
1710,Gratuidade,Pública
1711,Outro motivo,Pública
1712,Gratuidade,Pública
1713,Facilidade de acesso,Pública
1714,Gratuidade,Pública
1715,Qualidade/reputação,Pública
1716,Gratuidade,Pública
1717,Qualidade/reputação,Pública
1718,Qualidade/reputação,Pública
1719,Qualidade/reputação,Pública
1720,Gratuidade,Pública
1721,Gratuidade,Pública
1722,Qualidade/reputação,Pública
1723,Qualidade/reputação,Pública
1724,Qualidade/reputação,Pública
1725,Qualidade/reputação,Pública
1726,Outro motivo,Pública
1727,Gratuidade,Pública
1728,Proximidade da minha residência,Pública
1729,Qualidade/reputação,Pública
1730,Gratuidade,Pública
1731,Qualidade/reputação,Pública
1732,Gratuidade,Pública
1733,Gratuidade,Pública
1734,Gratuidade,Pública
1735,Gratuidade,Pública
1736,Gratuidade,Pública
1737,Facilidade de acesso,Pública
1738,Qualidade/reputação,Pública
1739,Gratuidade,Pública
1740,Qualidade/reputação,Pública
1741,Gratuidade,Pública
1742,Qualidade/reputação,Pública
1743,Gratuidade,Pública
1744,Gratuidade,Pública
1745,Qualidade/reputação,Pública
1746,Proximidade da minha residência,Pública
1747,Qualidade/reputação,Pública
1748,Qualidade/reputação,Pública
1749,Gratuidade,Pública
1750,Gratuidade,Pública
1751,Outro motivo,Pública
1752,Gratuidade,Pública
1754,Gratuidade,Pública
1755,Qualidade/reputação,Pública
1756,Gratuidade,Pública
1758,Qualidade/reputação,Pública
1759,Gratuidade,Pública
1760,Qualidade/reputação,Pública
1761,Gratuidade,Pública
1762,Gratuidade,Pública
1763,Qualidade/reputação,Pública
1764,Gratuidade,Pública
1765,Gratuidade,Pública
1766,Gratuidade,Pública
1767,Qualidade/reputação,Pública
1768,Qualidade/reputação,Pública
1769,Gratuidade,Pública
1770,Outro motivo,Pública
1771,Gratuidade,Pública
1772,Gratuidade,Pública
1773,Qualidade/reputação,Pública
1774,Qualidade/reputação,Pública
1775,Gratuidade,Pública
1776,Qualidade/reputação,Pública
1777,Gratuidade,Pública
1778,Qualidade/reputação,Pública
1779,Gratuidade,Pública
1780,Qualidade/reputação,Pública
1781,Qualidade/reputação,Pública
1782,Gratuidade,Pública
1783,Qualidade/reputação,Pública
1784,Gratuidade,Pública
1785,Proximidade da minha residência,Pública
1786,Gratuidade,Pública
1787,Gratuidade,Pública
1788,Gratuidade,Pública
1789,Preço da mensalidade,Pública
1790,Gratuidade,Pública
1791,Gratuidade,Pública
1793,Gratuidade,Pública
1794,Gratuidade,Pública
1795,Qualidade/reputação,Pública
1796,Gratuidade,Pública
1797,Gratuidade,Pública
1799,Gratuidade,Pública
1800,Gratuidade,Pública
1801,Qualidade/reputação,Pública
1802,Qualidade/reputação,Pública
1803,Qualidade/reputação,Pública
1804,Gratuidade,Pública
1805,Qualidade/reputação,Pública
1806,Qualidade/reputação,Pública
1807,Gratuidade,Pública
1808,Gratuidade,Pública
1809,Gratuidade,Pública
1810,Gratuidade,Pública
1811,Qualidade/reputação,Pública
1812,Gratuidade,Pública
1813,Gratuidade,Pública
1815,Gratuidade,Pública
1816,Gratuidade,Pública
1817,Foi a única onde tive aprovação,Pública
1818,Gratuidade,Pública
1819,Gratuidade,Pública
1820,Qualidade/reputação,Pública
1822,Qualidade/reputação,Pública
1823,Gratuidade,Pública
1824,Gratuidade,Pública
1825,Gratuidade,Pública
1826,Gratuidade,Pública
1827,Gratuidade,Pública
1828,Outro motivo,Pública
1829,Qualidade/reputação,Pública
1831,Qualidade/reputação,Pública
1832,Gratuidade,Pública
1833,Gratuidade,Pública
1834,Gratuidade,Pública
1835,Gratuidade,Pública
1836,Qualidade/reputação,Pública
1837,Gratuidade,Pública
1838,Outro motivo,Pública
1839,Gratuidade,Pública
1840,Gratuidade,Pública
1841,Gratuidade,Pública
1842,Gratuidade,Pública
1843,Gratuidade,Pública
1844,Gratuidade,Pública
1845,NA,Pública
1846,Gratuidade,Pública
1847,Outro motivo,Pública
1848,Gratuidade,Pública
1849,Gratuidade,Pública
1850,Outro motivo,Pública
1851,Qualidade/reputação,Pública
1852,Qualidade/reputação,Pública
1853,Gratuidade,Pública
1854,Qualidade/reputação,Pública
1855,Gratuidade,Pública
1856,Qualidade/reputação,Pública
1857,Qualidade/reputação,Pública
1858,Gratuidade,Pública
1859,Gratuidade,Pública
1860,Gratuidade,Pública
1861,Gratuidade,Pública
1863,Qualidade/reputação,Pública
1864,Qualidade/reputação,Pública
1865,Gratuidade,Pública
1866,Gratuidade,Pública
1867,Qualidade/reputação,Pública
1868,Gratuidade,Pública
1869,Qualidade/reputação,Pública
1870,Gratuidade,Pública
1871,Gratuidade,Pública
1872,Gratuidade,Pública
1873,Gratuidade,Pública
1874,Qualidade/reputação,Pública
1875,Qualidade/reputação,Pública
1876,Gratuidade,Pública
1877,Qualidade/reputação,Pública
